step_time,radius,diffusion_coef,tx_count,tx_centers,molecule_counts,rx_center,from,"first_rotations(x,y,z)","second_rotations(x,y,z)"
9.999999974752427e-07,5,79.4000015258789,2,"[[0.09401368367060596, -0.037817504638941866, 9.242381580338813], [11.4153136339848, -5.928328412396516, -1.882920099040925]]","[10000, 10000]","[0, 0, 0]","[1767, 2661]","[341.6419677734375, 270.628173828125, 338.0872802734375]","[266.3419189453125, 171.67198181152344, 152.5557403564453]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-1.0366733797768029, 4.855953529560091, 3.847758759989083], [3.5877929269532682, -3.5846774812228666, -13.298338121072916]]","[10000, 10000]","[0, 0, 0]","[1867, 645]","[209.8308563232422, 322.2272644042969, 102.05088806152344]","[138.10769653320312, 110.87578582763672, 135.02488708496094]"
9.999999974752427e-07,5,79.4000015258789,2,"[[8.037444684786914, 0.8763141204646026, 1.4668766294933953], [3.324128876350792, -8.227271118914384, -10.587978908074101]]","[10000, 10000]","[0, 0, 0]","[612, 3178]","[314.989990234375, 190.2833251953125, 186.22232055664062]","[356.7305908203125, 129.9652557373047, 112.00057220458984]"
9.999999974752427e-07,5,79.4000015258789,2,"[[2.5277180022411088, -4.831034249370831, 5.199086230478139], [2.595890772495121, -6.239041971962247, 2.954173354325155]]","[10000, 10000]","[0, 0, 0]","[2625, 2909]","[35.2027473449707, 316.3621520996094, 297.61968994140625]","[123.59696197509766, 203.61337280273438, 112.59082794189453]"
9.999999974752427e-07,5,79.4000015258789,2,"[[3.9790450793554273, -9.858730976977649, -0.30825875134431957], [-1.4159747900149502, -10.66617765949165, 10.1075817722036]]","[10000, 10000]","[0, 0, 0]","[1627, 2411]","[307.5061340332031, 178.33917236328125, 111.97930908203125]","[221.9319610595703, 316.79010009765625, 262.43798828125]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-1.8086910805069871, -3.599030581595801, -7.946580808875755], [-5.584471062474648, 7.594697843202865, -10.81536835032957]]","[10000, 10000]","[0, 0, 0]","[1631, 1393]","[304.385498046875, 63.12053298950195, 243.31820678710938]","[322.0672912597656, 131.0759735107422, 306.3274841308594]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-9.517511010791846, -2.0211497631907553, -9.268051608496883], [0.5672564500577323, -10.14230604179136, 10.276304612994796]]","[10000, 10000]","[0, 0, 0]","[826, 2976]","[111.30367279052734, 43.607826232910156, 191.98928833007812]","[198.82814025878906, 225.33126831054688, 93.20120239257812]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-1.650817947978412, -0.25574028383861497, -6.650046841575161], [-0.716944315770171, -3.285230733493494, -7.446928067549433]]","[10000, 10000]","[0, 0, 0]","[2079, 2756]","[91.85246276855469, 75.89891815185547, 188.8061065673828]","[229.99032592773438, 65.69914245605469, 257.689208984375]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-1.6746785611647386, 4.578358118014893, 13.738187637029469], [8.522514522303553, 2.765584173099352, 9.11720505236408]]","[10000, 10000]","[0, 0, 0]","[3118, 2831]","[158.24835205078125, 250.462646484375, 290.0915832519531]","[66.18797302246094, 314.50177001953125, 17.978418350219727]"
9.999999974752427e-07,5,79.4000015258789,2,"[[3.6356593583770382, -1.7805753891484744, -4.114597729077405], [9.884352837402453, -8.159542058702758, 6.52710622219714]]","[10000, 10000]","[0, 0, 0]","[1021, 3163]","[237.96054077148438, 45.46556854248047, 333.90655517578125]","[321.13018798828125, 206.9874267578125, 140.46029663085938]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-3.686128390940371, 4.5542804853227805, 3.654447501360008], [5.155516648708665, 1.2407857400890177, 6.4345396170628195]]","[10000, 10000]","[0, 0, 0]","[942, 31]","[229.2362823486328, 211.95269775390625, 308.98590087890625]","[17.135602951049805, 230.50794982910156, 193.5321044921875]"
9.999999974752427e-07,5,79.4000015258789,2,"[[0.7204329953290066, -1.4120249445876216, -8.902027594472905], [-2.0864110704214243, 4.815824109294348, -10.736155758828158]]","[10000, 10000]","[0, 0, 0]","[1352, 2799]","[252.82791137695312, 79.90311431884766, 297.03125]","[103.77588653564453, 63.94834899902344, 113.42422485351562]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-6.902643868568836, -7.20652983018534, 6.072658189749225], [1.215401657607344, 1.3310050399546616, -9.59945234392432]]","[10000, 10000]","[0, 0, 0]","[2424, 666]","[148.59408569335938, 328.67767333984375, 226.23385620117188]","[276.0951843261719, 100.63429260253906, 227.599365234375]"
9.999999974752427e-07,5,79.4000015258789,2,"[[3.8615070825632234, 2.6520488004087417, 9.68912088323019], [-6.328123865086029, 11.146731641437789, 4.56895259081191]]","[10000, 10000]","[0, 0, 0]","[2728, 79]","[109.2087173461914, 295.8028869628906, 34.480934143066406]","[75.85626220703125, 340.3811340332031, 119.58406066894531]"
9.999999974752427e-07,5,79.4000015258789,2,"[[4.098290855148327, -1.0228644159457347, -6.951703622165747], [-6.851845062490426, -0.09480946063982923, -5.986157070186738]]","[10000, 10000]","[0, 0, 0]","[1709, 1233]","[63.36454772949219, 121.28378295898438, 165.98623657226562]","[68.83805847167969, 41.13957214355469, 180.79275512695312]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-5.153338069350057, 1.2645315651286495, -4.195363790014544], [-3.7215239346675006, 3.8983228659952656, -0.4180035295897208]]","[10000, 10000]","[0, 0, 0]","[1422, 236]","[190.00784301757812, 38.33168411254883, 166.21310424804688]","[336.7776184082031, 175.56507873535156, 313.67083740234375]"
9.999999974752427e-07,5,79.4000015258789,2,"[[0.6042385296096752, 5.499566534864882, -7.887349791634109], [-0.07999415415613463, 8.972949213204847, 7.786733623738707]]","[10000, 10000]","[0, 0, 0]","[2860, 255]","[155.61199951171875, 54.951873779296875, 83.73004913330078]","[280.90301513671875, 319.0496520996094, 90.51078033447266]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-4.624988991991366, 1.7523205993882383, 3.063642843845125], [-3.9475941996787576, 9.896277449466567, 10.289599388827538]]","[10000, 10000]","[0, 0, 0]","[1165, 917]","[350.7670593261719, 328.2242431640625, 159.24925231933594]","[191.46881103515625, 315.9983215332031, 111.74690246582031]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-9.8561955452224, 1.3452995690684462, 6.131966784696406], [-5.134336332621439, -1.096785913978611, -4.885213810001415]]","[10000, 10000]","[0, 0, 0]","[2662, 1737]","[104.71174621582031, 211.6508331298828, 352.2275695800781]","[83.28881072998047, 42.937744140625, 192.05816650390625]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-5.4412532613063185, 0.8241193600341529, 6.7945257528560035], [-1.913554731254005, 2.904731039485747, -11.095631229812284]]","[10000, 10000]","[0, 0, 0]","[479, 825]","[148.04541015625, 230.99383544921875, 351.3875732421875]","[5.514578819274902, 107.40575408935547, 303.3757629394531]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-0.7510050583326511, 0.7500640258109331, -9.727245247024335], [0.3222513591857639, -9.042880746727796, -9.851240595942539]]","[10000, 10000]","[0, 0, 0]","[958, 2217]","[84.28900146484375, 96.22735595703125, 315.0359191894531]","[242.87625122070312, 132.5682830810547, 92.04092407226562]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-5.72861033206622, -8.832988918434578, -3.408683228698446], [0.7534150798441257, 4.747971256341451, -6.918933661629156]]","[10000, 10000]","[0, 0, 0]","[2294, 1349]","[89.99860382080078, 162.05943298339844, 57.03468704223633]","[310.5730285644531, 124.7921371459961, 260.9833984375]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-0.6029830302535314, -10.668133410113281, 1.9154899716664016], [-2.8064272770954424, -13.034238320986809, -2.932251647978742]]","[10000, 10000]","[0, 0, 0]","[1254, 1151]","[77.42142486572266, 190.1632537841797, 86.76497650146484]","[359.86669921875, 167.59666442871094, 77.84903717041016]"
9.999999974752427e-07,5,79.4000015258789,2,"[[8.44250172254401, -8.817469263366684, -5.29729019345711], [2.702335489665423, 5.576580140490075, 11.705566695564832]]","[10000, 10000]","[0, 0, 0]","[137, 1322]","[353.5369873046875, 23.45778465270996, 313.7554626464844]","[142.7119903564453, 297.89642333984375, 64.14579772949219]"
9.999999974752427e-07,5,79.4000015258789,2,"[[0.957333870702288, 8.232736429634082, 10.363822993611892], [1.0104980574619056, 6.945614686456694, -10.5114907289019]]","[10000, 10000]","[0, 0, 0]","[2261, 428]","[280.80645751953125, 231.34979248046875, 263.3672180175781]","[172.8877410888672, 56.26815414428711, 81.72227478027344]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-3.379550820503222, -1.26527315376235, 14.528636671436193], [-2.0650563698289215, 2.573759449598668, 5.358240169416602]]","[10000, 10000]","[0, 0, 0]","[2037, 1813]","[198.2600555419922, 256.05108642578125, 20.52544403076172]","[48.79940414428711, 238.3737030029297, 308.7418212890625]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-0.38647966789471716, -1.2719519500360597, 8.824732610789031], [0.04592435255110718, 0.3457003887863514, 8.883800835166015]]","[10000, 10000]","[0, 0, 0]","[2292, 548]","[156.3915252685547, 261.43328857421875, 73.09871673583984]","[304.15478515625, 272.2480163574219, 82.4328842163086]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-1.1153659813811263, -0.8473618397835019, -12.44520846889368], [3.6552935016936137, 7.995347142694903, 5.987622157431731]]","[10000, 10000]","[0, 0, 0]","[3279, 1920]","[176.55508422851562, 96.42174530029297, 37.22453308105469]","[232.45285034179688, 214.2582244873047, 245.43118286132812]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-2.3418556599456726, 0.5689775343004394, -6.825245356898069], [6.610494230085404, 0.8583162806859832, 2.508856107299716]]","[10000, 10000]","[0, 0, 0]","[1466, 401]","[125.43199920654297, 70.55194854736328, 166.34400939941406]","[278.3853454589844, 200.6246795654297, 187.39797973632812]"
9.999999974752427e-07,5,79.4000015258789,2,"[[0.5077026637487155, -0.2223915816515835, -14.378823419045789], [-1.7344504509386895, 0.10214035144979469, -9.334964385924197]]","[10000, 10000]","[0, 0, 0]","[1135, 2141]","[199.05816650390625, 92.2075424194336, 156.3448944091797]","[124.12525177001953, 100.54344177246094, 356.6297912597656]"
9.999999974752427e-07,5,79.4000015258789,2,"[[0.7401999800845264, -0.9337806083331079, 7.344307536152365], [-0.9632482091241134, -13.909445266487888, 0.8212936195139682]]","[10000, 10000]","[0, 0, 0]","[1057, 1704]","[123.79637145996094, 279.2156066894531, 308.403564453125]","[274.6409606933594, 356.62890625, 266.03851318359375]"
9.999999974752427e-07,5,79.4000015258789,2,"[[5.763225516895241, 3.3828523198562497, 5.832113726136356], [0.4253270504894677, 1.668744814247273, 7.559316607888295]]","[10000, 10000]","[0, 0, 0]","[1103, 3313]","[241.32827758789062, 221.11180114746094, 210.4117431640625]","[53.672096252441406, 257.1664123535156, 255.70098876953125]"
9.999999974752427e-07,5,79.4000015258789,2,"[[4.287043351930259, -0.37909804156640176, 7.525940549123614], [5.80218226544528, 1.8466767843751242, -4.482522122995134]]","[10000, 10000]","[0, 0, 0]","[591, 492]","[211.80166625976562, 240.23655700683594, 174.94654846191406]","[333.0955810546875, 36.35942459106445, 17.654857635498047]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-5.664911313232086, -8.46414648862909, -0.6233704841556993], [-8.954118943210194, 10.459975026450696, -2.2644918713971887]]","[10000, 10000]","[0, 0, 0]","[2580, 2939]","[332.5710754394531, 176.49757385253906, 56.206268310546875]","[252.7541961669922, 170.66061401367188, 310.5647277832031]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-0.16058432518149726, 5.705650128495954, -1.6716628718515991], [4.0358588521365455, 0.22455901057580624, 7.453862538243136]]","[10000, 10000]","[0, 0, 0]","[1027, 3190]","[91.11753845214844, 163.6763916015625, 271.6121520996094]","[331.2857360839844, 241.52978515625, 183.18470764160156]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-0.9319901036930739, 4.523477767976279, -7.707659998920106], [-3.571609124654331, 7.750782166568655, -5.734073266533564]]","[10000, 10000]","[0, 0, 0]","[1260, 2230]","[91.46836853027344, 120.93037414550781, 281.6419677734375]","[163.4525146484375, 33.897178649902344, 114.74054718017578]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-2.578643939457757, -0.4734263236948975, 12.130408920064971], [3.750635427828223, 1.5613283798531494, -7.650938372315363]]","[10000, 10000]","[0, 0, 0]","[2193, 643]","[313.7840881347656, 257.80426025390625, 10.403366088867188]","[54.315956115722656, 117.96823120117188, 202.60116577148438]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-3.209328807508834, -0.17049418696940843, -11.710636464325429], [0.11566031534408491, 1.1794450750408405, 10.649095975614458]]","[10000, 10000]","[0, 0, 0]","[2669, 289]","[191.16986083984375, 74.65364074707031, 183.04095458984375]","[179.54891967773438, 276.3501281738281, 84.3992919921875]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-6.2455910530655, -8.615888997719116, -8.182461750723766], [-1.3853950855163366, -7.289193802320519, 6.22386852656758]]","[10000, 10000]","[0, 0, 0]","[2495, 397]","[74.39969635009766, 37.557472229003906, 234.0619354248047]","[261.29998779296875, 219.9910125732422, 79.23863220214844]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-0.7202959748520701, -0.24578517751861872, 7.482283584611976], [2.6972012507382948, 2.840620336271009, -7.750130652864021]]","[10000, 10000]","[0, 0, 0]","[1163, 2033]","[260.03466796875, 275.8079833984375, 198.84107971191406]","[233.62469482421875, 63.186622619628906, 46.4835205078125]"
9.999999974752427e-07,5,79.4000015258789,2,"[[0.8263827515298401, 3.0945334730848058, 12.198201708604397], [0.5472911053117474, -6.40464543754521, 0.882549841812087]]","[10000, 10000]","[0, 0, 0]","[2718, 44]","[26.505996704101562, 284.71246337890625, 75.04829406738281]","[37.13784408569336, 352.1822814941406, 274.8841857910156]"
9.999999974752427e-07,5,79.4000015258789,2,"[[11.185618528589814, 1.3801376535800907, -9.437056761539802], [1.6513294317561429, -1.935184840522483, 5.166314565846067]]","[10000, 10000]","[0, 0, 0]","[1164, 293]","[349.7314758300781, 140.0596160888672, 187.0338897705078]","[199.14120483398438, 243.78359985351562, 130.47474670410156]"
9.999999974752427e-07,5,79.4000015258789,2,"[[11.69566870241792, 2.797277076677128, -3.9649531343625446], [-5.12407322918125, 6.5791933253700865, -3.1103392383980726]]","[10000, 10000]","[0, 0, 0]","[798, 2205]","[16.68769645690918, 18.247968673706055, 13.450870513916016]","[66.51777648925781, 20.4544620513916, 127.91252899169922]"
9.999999974752427e-07,5,79.4000015258789,2,"[[4.311439911146555, -1.2397879432025887, 8.354593773398891], [0.05867656695385553, 2.5511642117961113, 9.718418084204874]]","[10000, 10000]","[0, 0, 0]","[303, 1822]","[319.4444274902344, 241.76559448242188, 163.95700073242188]","[318.6853332519531, 284.71246337890625, 88.68243408203125]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-11.228613984558912, -4.506315678037684, 5.021104216829482], [6.224196950154271, 11.32150296687068, 3.7307557867923604]]","[10000, 10000]","[0, 0, 0]","[1404, 3166]","[187.5470428466797, 337.461669921875, 201.86679077148438]","[286.9327697753906, 343.89306640625, 61.199424743652344]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-1.1774818364151716, -2.5209791501218017, -13.493747901859157], [-0.008203001099593618, 0.4213862371199062, 10.341306676501155]]","[10000, 10000]","[0, 0, 0]","[2597, 2507]","[192.0143280029297, 101.65108489990234, 64.96398162841797]","[90.77983856201172, 272.3338317871094, 91.11521911621094]"
9.999999974752427e-07,5,79.4000015258789,2,"[[1.5184389993339036, -5.640768656734486, 4.946529867057498], [-1.1989782024018472, -2.3267527409606195, -8.19414524061265]]","[10000, 10000]","[0, 0, 0]","[2953, 1523]","[173.5196990966797, 220.25729370117188, 105.06631469726562]","[153.41836547851562, 72.28465270996094, 242.73789978027344]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-7.97613618196512, -2.0586203838010766, -11.051915674956602], [-1.247376480882872, 1.857186576496687, 8.637214153852442]]","[10000, 10000]","[0, 0, 0]","[3214, 1600]","[197.957275390625, 126.69890594482422, 14.472063064575195]","[84.28652954101562, 284.5215759277344, 123.88722229003906]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-3.593510304977764, 0.5069546987299708, 5.628474597031599], [-2.1876860394701416, -4.782649646064494, 10.96820118895845]]","[10000, 10000]","[0, 0, 0]","[20, 2149]","[249.2926788330078, 302.8128662109375, 171.96998596191406]","[280.7381896972656, 244.38229370117188, 65.41963195800781]"
9.999999974752427e-07,5,79.4000015258789,2,"[[0.3001656252800015, -2.795982839230251, -9.042419826297571], [-7.1160238189932405, 1.2074500278165958, -2.0533507021964987]]","[10000, 10000]","[0, 0, 0]","[380, 2422]","[198.02059936523438, 107.27486419677734, 96.12757873535156]","[160.54200744628906, 15.880351066589355, 170.3697509765625]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-1.8855859283058118, -1.80558953524966, -14.490621660084017], [5.966690195518138, -2.7286862108916137, -11.394077820825464]]","[10000, 10000]","[0, 0, 0]","[2501, 2053]","[170.30984497070312, 100.21299743652344, 43.758460998535156]","[66.26517486572266, 119.9345474243164, 155.4244384765625]"
9.999999974752427e-07,5,79.4000015258789,2,"[[9.5333812366556, 1.899555359433798, -1.7790778461200965], [-0.3159513023385474, -0.15279754052605163, 14.3403877877314]]","[10000, 10000]","[0, 0, 0]","[1906, 187]","[250.2150115966797, 10.37137222290039, 11.268775939941406]","[100.13319396972656, 268.5980529785156, 25.808923721313477]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-2.8038811490644604, -0.9606602140716446, 7.396418853952061], [-0.6623557059690993, -0.3252847782648884, -7.557615967399909]]","[10000, 10000]","[0, 0, 0]","[68, 2750]","[201.18141174316406, 248.1630859375, 18.912384033203125]","[239.2889862060547, 95.5766372680664, 26.155786514282227]"
9.999999974752427e-07,5,79.4000015258789,2,"[[1.0983100073450909, -3.632609345818557, -13.380217567237594], [4.705336230641748, -2.3190115806541316, 6.260740249696776]]","[10000, 10000]","[0, 0, 0]","[120, 1592]","[39.250633239746094, 105.8348617553711, 106.82255554199219]","[201.31642150878906, 230.0409698486328, 153.7637481689453]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-1.7610629129838502, -5.30049318447741, 3.2120016226614596], [-1.0239088213942564, -5.975234115492239, 5.969275176111675]]","[10000, 10000]","[0, 0, 0]","[2355, 593]","[94.31031036376953, 330.0979919433594, 251.62118530273438]","[95.71439361572266, 315.443115234375, 260.27630615234375]"
9.999999974752427e-07,5,79.4000015258789,2,"[[5.488693591486979, 0.15097896938062624, -0.16196087240810267], [-8.451131920205345, 0.8298505247038502, -5.271975387974262]]","[10000, 10000]","[0, 0, 0]","[67, 373]","[199.85208129882812, 178.31044006347656, 181.57565307617188]","[48.0913200378418, 148.1666259765625, 354.3918762207031]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-0.986489337850193, 6.285661986511674, 10.327007903791467], [1.8834713907115563, 4.309492610087631, -9.877737590426188]]","[10000, 10000]","[0, 0, 0]","[1963, 224]","[344.51202392578125, 238.36224365234375, 278.9194030761719]","[307.6826171875, 115.46060180664062, 246.39218139648438]"
9.999999974752427e-07,5,79.4000015258789,2,"[[6.898514282806314, -3.861775428815469, 4.205903563894252], [-2.849263252381533, -14.245235878717066, 2.2223053254558716]]","[10000, 10000]","[0, 0, 0]","[1908, 203]","[345.3546447753906, 208.0128631591797, 150.75997924804688]","[180.9311065673828, 188.6973114013672, 78.6892318725586]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-1.0181302789942626, -6.886748914377973, -4.527987125538008], [-4.421932110114516, 6.3642026139544505, 8.641552917558379]]","[10000, 10000]","[0, 0, 0]","[1932, 1252]","[348.7704162597656, 33.04090881347656, 261.5903625488281]","[112.47808837890625, 228.11471557617188, 304.7920837402344]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-5.095755595270409, -5.4692226580004775, 3.411898148446622], [-1.686973758380079, -7.510863342891991, -7.340260008938977]]","[10000, 10000]","[0, 0, 0]","[612, 1920]","[3.0143308639526367, 335.4667663574219, 227.0245361328125]","[95.42582702636719, 43.6373291015625, 257.3411865234375]"
9.999999974752427e-07,5,79.4000015258789,2,"[[7.959820496262152, -6.857755858731991, -0.7988693817095862], [-3.634004183177426, -6.711110451737525, -2.271565475323763]]","[10000, 10000]","[0, 0, 0]","[4, 580]","[231.4567413330078, 4.348139762878418, 319.2535705566406]","[352.5033264160156, 16.575279235839844, 241.5648651123047]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-9.345779246477777, -5.863270535795048, 0.7056279448445959], [-0.430367343730437, -0.2679646606022604, 5.6342414909435155]]","[10000, 10000]","[0, 0, 0]","[334, 842]","[180.786376953125, 356.3404846191406, 212.10296630859375]","[42.71460723876953, 264.85833740234375, 31.90811538696289]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-4.956846700828258, -1.2620353242961793, -3.527675786765303], [-7.857986699807127, 6.582333453864593, -4.325924494373203]]","[10000, 10000]","[0, 0, 0]","[2003, 1895]","[149.44898986816406, 34.59305191040039, 194.28427124023438]","[5.842494964599609, 22.880531311035156, 140.0483856201172]"
9.999999974752427e-07,5,79.4000015258789,2,"[[10.111699431799906, 2.592164040949686, -3.385454905048274], [-1.8934992928355279, -0.1169674809308319, 14.649089180707271]]","[10000, 10000]","[0, 0, 0]","[2982, 291]","[3.4809279441833496, 17.968847274780273, 14.378314018249512]","[114.67420196533203, 277.3789367675781, 183.53485107421875]"
9.999999974752427e-07,5,79.4000015258789,2,"[[0.8699602725617036, -6.019913645741817, -2.238995951747989], [1.7175876532262944, -1.0393772287592336, 10.343855068084743]]","[10000, 10000]","[0, 0, 0]","[2291, 4]","[1.1243605613708496, 159.79095458984375, 98.22309875488281]","[43.37127685546875, 280.98370361328125, 328.8202819824219]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-1.8838861028098959, -11.365495706870357, -5.931666498607802], [-7.268387518247015, -4.0226901248221525, -4.065449380743046]]","[10000, 10000]","[0, 0, 0]","[1182, 1035]","[263.1245422363281, 152.75714111328125, 80.58851623535156]","[250.68746948242188, 26.07628631591797, 208.96234130859375]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-2.3241003796411017, -0.009799800780550039, 7.926295458700636], [1.5385636917988363, -2.3283188765632743, -8.660769809052905]]","[10000, 10000]","[0, 0, 0]","[2450, 2549]","[54.66953659057617, 253.65798950195312, 0.2415919303894043]","[128.19635009765625, 72.13960266113281, 303.4569091796875]"
9.999999974752427e-07,5,79.4000015258789,2,"[[10.741803226934998, -8.520816754662441, -0.9393665832483095], [1.3950591086057633, -2.365953754076407, 6.721316689944385]]","[10000, 10000]","[0, 0, 0]","[219, 2234]","[219.69044494628906, 176.08067321777344, 141.57717895507812]","[185.56686401367188, 292.22705078125, 300.5252685546875]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-0.49756593976343344, -1.7282204479632708, 6.234966915759201], [0.716005133936863, 5.267962284495175, -6.452257547377514]]","[10000, 10000]","[0, 0, 0]","[2388, 2861]","[238.61740112304688, 253.91026306152344, 73.93854522705078]","[348.4593811035156, 50.51286315917969, 82.25996398925781]"
9.999999974752427e-07,5,79.4000015258789,2,"[[0.3667955287339757, 0.2290579147279402, -5.775354133465505], [7.1907646239913054, 0.18428981131589553, -9.664361312462386]]","[10000, 10000]","[0, 0, 0]","[2764, 2800]","[265.2358703613281, 94.28215789794922, 211.98411560058594]","[358.5165100097656, 126.66008758544922, 181.4680938720703]"
9.999999974752427e-07,5,79.4000015258789,2,"[[7.305583997453435, -6.935795264602107, 5.020353163812466], [-1.0775668231180193, -9.855016571563757, 0.29342683062143765]]","[10000, 10000]","[0, 0, 0]","[809, 2253]","[262.1390380859375, 333.509765625, 316.4873962402344]","[10.684976577758789, 181.69534301757812, 83.75995635986328]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-2.7831525221759503, -5.058207288695702, 9.39730165746552], [0.385311580424987, -0.8908349530433866, 6.489971450182872]]","[10000, 10000]","[0, 0, 0]","[76, 641]","[49.18589782714844, 301.56494140625, 241.17930603027344]","[232.49282836914062, 278.5057067871094, 293.3898620605469]"
9.999999974752427e-07,5,79.4000015258789,2,"[[1.1778959211659428, 14.645314288343414, 0.8967687935823838], [0.28584407724161187, 0.5351612370369505, 8.869917175359623]]","[10000, 10000]","[0, 0, 0]","[2551, 548]","[295.5062255859375, 183.49273681640625, 265.4017028808594]","[135.92247009277344, 266.08697509765625, 241.89212036132812]"
9.999999974752427e-07,5,79.4000015258789,2,"[[5.66305500552398, -3.423587536897007, 9.527730532360176], [1.6839969070998495, -1.0423680227012466, 12.543075475339792]]","[10000, 10000]","[0, 0, 0]","[2565, 1976]","[259.0571594238281, 235.21807861328125, 148.84503173828125]","[206.9274444580078, 261.0273132324219, 148.24313354492188]"
9.999999974752427e-07,5,79.4000015258789,2,"[[10.0206783193517, 7.885421945040198, -5.068493432903994], [-6.481281243934641, 9.129578427677101, 9.282198384900704]]","[10000, 10000]","[0, 0, 0]","[2224, 1013]","[72.3637466430664, 158.32264709472656, 218.19973754882812]","[170.06961059570312, 320.3397521972656, 125.37174987792969]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-7.837208009585498, -4.555020065178503, -0.9690306924505828], [-1.1299593797961247, 0.6871048812839892, -6.977934176566481]]","[10000, 10000]","[0, 0, 0]","[359, 221]","[298.6932067871094, 6.101789474487305, 210.16534423828125]","[31.863935470581055, 79.26850128173828, 148.69708251953125]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-9.004849550960007, 0.2421742212841075, 9.780711419789279], [-6.04769663314269, 6.506909471079047, -10.215751216326787]]","[10000, 10000]","[0, 0, 0]","[333, 576]","[158.90994262695312, 312.6452941894531, 178.45947265625]","[163.50877380371094, 131.0094757080078, 312.90521240234375]"
9.999999974752427e-07,5,79.4000015258789,2,"[[4.1212859456757425, -2.331279648145074, -7.944778724373315], [-3.8544809284977473, 7.138640716757127, 1.0344736994577546]]","[10000, 10000]","[0, 0, 0]","[1035, 510]","[36.3304557800293, 59.20573043823242, 330.5045471191406]","[22.599477767944336, 352.73333740234375, 118.36665344238281]"
9.999999974752427e-07,5,79.4000015258789,2,"[[1.240222615782072, 5.405334325588177, -8.843906517460374], [-1.5558589244452363, -1.779329209503211, 7.735435922809476]]","[10000, 10000]","[0, 0, 0]","[3284, 893]","[20.98961639404297, 57.90921401977539, 77.07748413085938]","[148.32119750976562, 253.00906372070312, 48.83330535888672]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-2.5287399738132748, 11.290693117012955, 7.787262698300839], [-9.884376429743355, 0.6197749651817249, -7.796335277472034]]","[10000, 10000]","[0, 0, 0]","[1543, 168]","[305.9971618652344, 213.9418487548828, 282.6240234375]","[93.39567565917969, 141.7899169921875, 356.412109375]"
9.999999974752427e-07,5,79.4000015258789,2,"[[-8.143581982543214, 1.3907954950805337, -6.699668494975177], [2.3340916664684124, -4.754096297322139, 2.590060251717173]]","[10000, 10000]","[0, 0, 0]","[1161, 3322]","[195.29788208007812, 140.95962524414062, 350.30828857421875]","[325.67462158203125, 206.0606689453125, 116.1493911743164]"
9.999999974752427e-07,5,79.4000015258789,2,"[[3.2299945721240886, 3.8416495406597133, 11.76973346924109], [7.544882001146875, -1.9787846121330346, 12.326431011359336]]","[10000, 10000]","[0, 0, 0]","[1064, 2605]","[330.964111328125, 293.0953063964844, 49.94343948364258]","[215.61477661132812, 302.32525634765625, 345.3041076660156]"
